"","UR","State","year","rpci","rtw","dem_leg","rep_leg","bi_leg"
"1846",6.4,"North Carolina",1988,0,1,1,0,0
"1847",5.6,"North Carolina",1987,0,1,1,0,0
"1848",5.7,"North Carolina",1986,0,1,1,0,0
"1849",6.5,"North Carolina",1985,0,1,1,0,0
"1850",7.5,"North Carolina",1984,0,1,1,0,0
"1851",7.8,"North Carolina",1983,0,1,1,0,0
"1852",7.9,"North Carolina",1982,0,1,1,0,0
"1853",8,"North Carolina",1981,0,1,1,0,0
"1854",8.1,"North Carolina",1980,0,1,1,0,0
"1855",9.4,"North Carolina",1979,0,1,1,0,0
"1856",8,"North Carolina",1978,0,1,1,0,0
"1857",7.6,"North Carolina",1977,0,1,0,0,0
"1858",7.7,"North Carolina",1976,0,1,0,0,0
"1859",6.6,"North Carolina",1975,0,1,0,0,0
"1860",7.2,"North Carolina",1974,0,1,0,0,0
"1861",8.9,"North Carolina",1973,0,1,0,0,0
"1862",8.2,"North Carolina",1972,0,1,0,0,0
"1863",8.5,"North Carolina",1971,0,1,0,0,0
"1864",8.8,"North Carolina",1970,0,1,0,0,0
"1865",8.6,"North Carolina",1969,0,1,0,0,0
"1866",8.4,"North Carolina",1968,0,1,0,0,0
"1867",8.1,"North Carolina",1967,0,1,0,0,0
"1868",7.7,"North Carolina",1966,0,1,0,0,0
"1869",8.1,"North Carolina",1965,0,1,0,0,0
"1870",8.4,"North Carolina",1964,0,1,0,0,0
"1871",5.4,"North Dakota",2018,0,1,0,1,0
"1872",5,"North Dakota",2017,0,1,0,1,0
"1873",5.6,"North Dakota",2016,0,1,0,1,0
"1874",5.6,"North Dakota",2015,0,1,0,1,0
"1875",5.1,"North Dakota",2014,0,1,0,1,0
"1876",6.5,"North Dakota",2013,0,1,0,1,0
"1877",6.2,"North Dakota",2012,0,1,0,1,0
"1878",6.4,"North Dakota",2011,0,1,0,1,0
"1879",7.5,"North Dakota",2010,0,1,0,1,0
"1880",7,"North Dakota",2009,0,1,0,1,0
"1881",6.2,"North Dakota",2008,0,1,0,1,0
"1882",6.6,"North Dakota",2007,0,1,0,1,0
"1883",7,"North Dakota",2006,0,1,0,1,0
"1884",7.5,"North Dakota",2005,0,1,0,1,0
"1885",7.8,"North Dakota",2004,0,1,0,1,0
"1886",7.5,"North Dakota",2003,0,1,0,1,0
"1887",8.3,"North Dakota",2002,0,1,0,1,0
"1888",7.4,"North Dakota",2001,0,1,0,1,0
"1889",6.6,"North Dakota",2000,0,1,0,1,0
"1890",9.5,"North Dakota",1999,0,1,0,1,0
"1891",9.4,"North Dakota",1998,0,1,0,1,0
"1892",8.9,"North Dakota",1997,0,1,0,1,0
"1893",9.4,"North Dakota",1996,0,1,0,1,0
"1894",10.4,"North Dakota",1995,0,1,0,1,0
"1895",9.6,"North Dakota",1994,0,1,0,1,0
"1896",9.4,"North Dakota",1993,0,1,0,0,1
"1897",9.7,"North Dakota",1992,0,1,0,0,1
"1898",9.8,"North Dakota",1991,0,1,0,0,1
"1899",12.3,"North Dakota",1990,0,1,0,0,1
"1900",11.5,"North Dakota",1989,0,1,0,0,1
"1901",11.7,"North Dakota",1988,0,1,0,0,1
"1902",12.8,"North Dakota",1987,0,1,0,0,1
"1903",11.9,"North Dakota",1986,0,1,0,0,1
"1904",11.8,"North Dakota",1985,0,1,0,1,0
"1905",12.7,"North Dakota",1984,0,1,0,1,0
"1906",13.7,"North Dakota",1983,0,1,0,0,1
"1907",14.2,"North Dakota",1982,0,1,0,0,1
"1908",14.7,"North Dakota",1981,0,1,0,1,0
"1909",14.8,"North Dakota",1980,0,1,0,1,0
"1910",15.8,"North Dakota",1979,0,1,0,1,0
"1911",15.4,"North Dakota",1978,0,1,0,1,0
"1912",17.3,"North Dakota",1977,0,1,0,0,0
"1913",16.5,"North Dakota",1976,0,1,0,0,0
"1914",15.5,"North Dakota",1975,0,1,0,0,0
"1915",16.7,"North Dakota",1974,0,1,0,0,0
"1916",17.6,"North Dakota",1973,0,1,0,0,0
"1917",19,"North Dakota",1972,0,1,0,0,0
"1918",19.6,"North Dakota",1971,0,1,0,0,0
"1919",20.1,"North Dakota",1970,0,1,0,0,0
"1920",21,"North Dakota",1969,0,1,0,0,0
"1921",21.8,"North Dakota",1968,0,1,0,0,0
"1922",19.2,"North Dakota",1967,0,1,0,0,0
"1923",16.6,"North Dakota",1966,0,1,0,0,0
"1924",16.9,"North Dakota",1965,0,1,0,0,0
"1925",17.3,"North Dakota",1964,0,1,0,0,0
"1926",12.7,"Ohio",2018,48438,0,0,1,0
"1927",12.6,"Ohio",2017,46711,0,0,1,0
"1928",12.5,"Ohio",2016,45212,0,0,1,0
"1929",12.4,"Ohio",2015,44442,0,0,1,0
"1930",12.4,"Ohio",2014,42829,0,0,1,0
"1931",12.8,"Ohio",2013,41259,0,0,1,0
"1932",12.7,"Ohio",2012,40759,0,0,1,0
"1933",13.5,"Ohio",2011,39245,0,0,0,1
"1934",13.7,"Ohio",2010,36854,0,0,0,1
"1935",14.2,"Ohio",2009,35755,0,0,0,1
"1936",14.2,"Ohio",2008,36827,0,0,0,1
"1937",14.2,"Ohio",2007,35629,0,0,1,0
"1938",14.2,"Ohio",2006,34214,0,0,1,0
"1939",16,"Ohio",2005,32607,0,0,1,0
"1940",15.2,"Ohio",2004,31660,0,0,1,0
"1941",16.7,"Ohio",2003,30509,0,0,1,0
"1942",16.8,"Ohio",2002,29693,0,0,1,0
"1943",17.9,"Ohio",2001,29323,0,0,1,0
"1944",17.5,"Ohio",2000,28598,0,0,1,0
"1945",18.1,"Ohio",1999,27200,0,0,1,0
"1946",19.1,"Ohio",1998,26442,0,0,1,0
"1947",19,"Ohio",1997,25078,0,0,1,0
"1948",19.6,"Ohio",1996,23762,0,0,1,0
"1949",18.7,"Ohio",1995,22771,0,0,1,0
"1950",19.2,"Ohio",1994,21816,0,0,1,0
"1951",20.9,"Ohio",1993,20752,0,0,0,1
"1952",20.5,"Ohio",1992,20056,0,0,0,1
"1953",20.8,"Ohio",1991,18973,0,0,0,1
"1954",21.1,"Ohio",1990,18683,0,0,0,1
"1955",21.4,"Ohio",1989,17703,0,0,0,1
"1956",22.5,"Ohio",1988,16508,0,0,0,1
"1957",23,"Ohio",1987,15436,0,0,0,1
"1958",22.6,"Ohio",1986,14771,0,0,0,1
"1959",23.7,"Ohio",1985,14106,0,0,0,1
"1960",23.9,"Ohio",1984,13286,0,0,0,1
"1961",25.3,"Ohio",1983,12026,0,1,0,0
"1962",26.9,"Ohio",1982,11349,0,1,0,0
"1963",28.5,"Ohio",1981,10813,0,0,0,1
"1964",29.1,"Ohio",1980,9924,0,0,0,1
"1965",33,"Ohio",1979,9088,0,1,0,0
"1966",30.1,"Ohio",1978,8231,0,1,0,0
"1967",31.1,"Ohio",1977,7464,0,0,0,0
"1968",32.8,"Ohio",1976,6752,0,0,0,0
"1969",32.1,"Ohio",1975,6143,0,0,0,0
"1970",33.6,"Ohio",1974,5752,0,0,0,0
"1971",34.3,"Ohio",1973,5252,0,0,0,0
"1972",35.6,"Ohio",1972,4743,0,0,0,0
"1973",36.4,"Ohio",1971,4376,0,0,0,0
"1974",37.2,"Ohio",1970,4137,0,0,0,0
"1975",37,"Ohio",1969,3957,0,0,0,0
"1976",36.7,"Ohio",1968,3633,0,0,0,0
"1977",36.4,"Ohio",1967,3325,0,0,0,0
"1978",36.1,"Ohio",1966,3200,0,0,0,0
"1979",36.8,"Ohio",1965,2970,0,0,0,0
"1980",37.6,"Ohio",1964,2781,0,0,0,0
"1981",5.7,"Oklahoma",2018,46474,1,0,1,0
"1982",5.5,"Oklahoma",2017,44444,1,0,1,0
"1983",5.4,"Oklahoma",2016,42521,1,0,1,0
"1984",5.7,"Oklahoma",2015,44894,1,0,1,0
"1985",6,"Oklahoma",2014,46614,1,0,1,0
"1986",7.6,"Oklahoma",2013,44017,1,0,1,0
"1987",7.5,"Oklahoma",2012,42232,1,0,1,0
"1988",6.5,"Oklahoma",2011,39800,1,0,1,0
"1989",5.5,"Oklahoma",2010,37276,1,0,1,0
"1990",5.8,"Oklahoma",2009,35917,1,0,1,0
"1991",6.7,"Oklahoma",2008,39325,1,0,1,0
"1992",7.1,"Oklahoma",2007,35711,1,0,0,1
"1993",6.5,"Oklahoma",2006,34854,1,0,0,1
"1994",5.4,"Oklahoma",2005,31856,1,0,0,1
"1995",6.2,"Oklahoma",2004,29264,1,0,0,1
"1996",6.9,"Oklahoma",2003,27198,1,1,0,0
"1997",9.1,"Oklahoma",2002,26023,1,1,0,0
"1998",8.5,"Oklahoma",2001,25608,0,1,0,0
"1999",6.9,"Oklahoma",2000,24178,0,1,0,0
"2000",8.9,"Oklahoma",1999,22412,0,1,0,0
"2001",8.7,"Oklahoma",1998,22006,0,1,0,0
"2002",8.6,"Oklahoma",1997,21072,0,1,0,0
"2003",10.6,"Oklahoma",1996,20126,0,1,0,0
"2004",9.5,"Oklahoma",1995,19173,0,1,0,0
"2005",9,"Oklahoma",1994,18537,0,1,0,0
"2006",9.8,"Oklahoma",1993,17910,0,1,0,0
"2007",9.6,"Oklahoma",1992,17399,0,1,0,0
"2008",10.4,"Oklahoma",1991,16589,0,1,0,0
"2009",10.7,"Oklahoma",1990,16235,0,1,0,0
"2010",10.2,"Oklahoma",1989,15402,0,1,0,0
"2011",10.1,"Oklahoma",1988,14405,0,1,0,0
"2012",10.8,"Oklahoma",1987,13630,0,1,0,0
"2013",12,"Oklahoma",1986,13491,0,1,0,0
"2014",10.6,"Oklahoma",1985,13330,0,1,0,0
"2015",10.4,"Oklahoma",1984,12761,0,1,0,0
"2016",11.7,"Oklahoma",1983,11876,0,1,0,0
"2017",11.5,"Oklahoma",1982,11907,0,1,0,0
"2018",11.4,"Oklahoma",1981,11047,0,1,0,0
"2019",10.9,"Oklahoma",1980,9629,0,1,0,0
"2020",10.5,"Oklahoma",1979,8557,0,1,0,0
"2021",14.6,"Oklahoma",1978,7517,0,1,0,0
"2022",13.7,"Oklahoma",1977,6733,0,0,0,0
"2023",15,"Oklahoma",1976,6145,0,0,0,0
"2024",14.6,"Oklahoma",1975,5677,0,0,0,0
"2025",14,"Oklahoma",1974,5153,0,0,0,0
"2026",16.6,"Oklahoma",1973,4696,0,0,0,0
"2027",16.6,"Oklahoma",1972,4197,0,0,0,0
"2028",16.7,"Oklahoma",1971,3882,0,0,0,0
"2029",16.8,"Oklahoma",1970,3634,0,0,0,0
"2030",17.1,"Oklahoma",1969,3335,0,0,0,0
"2031",17.3,"Oklahoma",1968,3032,0,0,0,0
"2032",16.5,"Oklahoma",1967,2784,0,0,0,0
"2033",15.6,"Oklahoma",1966,2585,0,0,0,0
"2034",15.7,"Oklahoma",1965,2424,0,0,0,0
"2035",15.8,"Oklahoma",1964,2256,0,0,0,0
"2036",14.1,"Oregon",2018,50536,0,1,0,0
"2037",15.1,"Oregon",2017,47983,0,1,0,0
"2038",13.7,"Oregon",2016,45999,0,1,0,0
"2039",15,"Oregon",2015,44694,0,1,0,0
"2040",15.9,"Oregon",2014,42134,0,1,0,0
"2041",14.1,"Oregon",2013,39788,0,0,0,1
"2042",16.1,"Oregon",2012,39371,0,0,0,1
"2043",17.5,"Oregon",2011,37596,0,1,0,0
"2044",16.5,"Oregon",2010,36036,0,1,0,0
"2045",17.4,"Oregon",2009,35313,0,1,0,0
"2046",17,"Oregon",2008,36992,0,1,0,0
"2047",14.8,"Oregon",2007,35879,0,1,0,0
"2048",14.1,"Oregon",2006,34716,0,1,0,0
"2049",14.7,"Oregon",2005,32296,0,0,0,1
"2050",15.5,"Oregon",2004,30996,0,0,0,1
"2051",16,"Oregon",2003,29526,0,0,0,1
"2052",16.1,"Oregon",2002,28749,0,0,0,1
"2053",15.8,"Oregon",2001,28829,0,0,1,0
"2054",16.5,"Oregon",2000,28386,0,0,1,0
"2055",15.5,"Oregon",1999,26617,0,0,1,0
"2056",16.6,"Oregon",1998,26023,0,0,1,0
"2057",18.1,"Oregon",1997,25015,0,0,1,0
"2058",18.4,"Oregon",1996,23974,0,0,1,0
"2059",20.5,"Oregon",1995,22663,0,0,1,0
"2060",22,"Oregon",1994,21475,0,0,1,0
"2061",20.4,"Oregon",1993,20452,0,0,0,1
"2062",19,"Oregon",1992,19546,0,0,0,1
"2063",19.5,"Oregon",1991,18670,0,1,0,0
"2064",21,"Oregon",1990,18159,0,1,0,0
"2065",21.8,"Oregon",1989,17235,0,1,0,0
"2066",21,"Oregon",1988,15969,0,1,0,0
"2067",20,"Oregon",1987,14881,0,1,0,0
"2068",20.2,"Oregon",1986,14243,0,1,0,0
"2069",23.2,"Oregon",1985,13590,0,1,0,0
"2070",25.1,"Oregon",1984,12970,0,1,0,0
"2071",23,"Oregon",1983,12026,0,1,0,0
"2072",20.6,"Oregon",1982,11260,0,1,0,0
"2073",18.3,"Oregon",1981,10933,0,1,0,0
"2074",22.9,"Oregon",1980,10234,0,1,0,0
"2075",29.3,"Oregon",1979,9461,0,1,0,0
"2076",27.9,"Oregon",1978,8592,0,1,0,0
"2077",31.1,"Oregon",1977,7712,0,0,0,0
"2078",28.5,"Oregon",1976,7091,0,0,0,0
"2079",28.6,"Oregon",1975,6418,0,0,0,0
"2080",28.6,"Oregon",1974,5889,0,0,0,0
"2081",27.9,"Oregon",1973,5291,0,0,0,0
"2082",31.7,"Oregon",1972,4788,0,0,0,0
"2083",33.3,"Oregon",1971,4364,0,0,0,0
"2084",34.9,"Oregon",1970,4065,0,0,0,0
"2085",35.3,"Oregon",1969,3798,0,0,0,0
"2086",35.7,"Oregon",1968,3524,0,0,0,0
"2087",36.3,"Oregon",1967,3278,0,0,0,0
"2088",36.8,"Oregon",1966,3107,0,0,0,0
"2089",37.8,"Oregon",1965,2933,0,0,0,0
"2090",38.9,"Oregon",1964,2773,0,0,0,0
"2091",12.6,"Pennsylvania",2018,55184,0,0,1,0
"2092",12.1,"Pennsylvania",2017,52499,0,0,1,0
"2093",12.1,"Pennsylvania",2016,51181,0,0,1,0
"2094",13.4,"Pennsylvania",2015,49927,0,0,1,0
"2095",12.7,"Pennsylvania",2014,48063,0,0,1,0
"2096",12.8,"Pennsylvania",2013,46213,0,0,1,0
"2097",13.6,"Pennsylvania",2012,45855,0,0,1,0
"2098",14.7,"Pennsylvania",2011,44211,0,0,0,1
"2099",14.8,"Pennsylvania",2010,42251,0,0,0,1
"2100",15.1,"Pennsylvania",2009,40530,0,0,0,1
"2101",15.5,"Pennsylvania",2008,41728,0,0,0,1
"2102",15.2,"Pennsylvania",2007,40337,0,0,1,0
"2103",13.7,"Pennsylvania",2006,38109,0,0,1,0
"2104",13.9,"Pennsylvania",2005,36410,0,0,1,0
"2105",15.1,"Pennsylvania",2004,34984,0,0,1,0
"2106",15.1,"Pennsylvania",2003,33170,0,0,1,0
"2107",15.8,"Pennsylvania",2002,32133,0,0,1,0
"2108",17.2,"Pennsylvania",2001,31634,0,0,1,0
"2109",17,"Pennsylvania",2000,30443,0,0,1,0
"2110",17.4,"Pennsylvania",1999,28489,0,0,1,0
"2111",16.5,"Pennsylvania",1998,27336,0,0,1,0
"2112",17.2,"Pennsylvania",1997,25967,0,0,1,0
"2113",17.8,"Pennsylvania",1996,24743,0,0,1,0
"2114",19.1,"Pennsylvania",1995,23583,0,0,1,0
"2115",19.8,"Pennsylvania",1994,22616,0,0,1,0
"2116",19.1,"Pennsylvania",1993,21930,0,0,0,1
"2117",19.7,"Pennsylvania",1992,21250,0,0,0,1
"2118",20.3,"Pennsylvania",1991,20244,0,0,0,1
"2119",20.5,"Pennsylvania",1990,19566,0,0,0,1
"2120",21.1,"Pennsylvania",1989,18543,0,0,0,1
"2121",21.2,"Pennsylvania",1988,17150,0,0,0,1
"2122",22.1,"Pennsylvania",1987,15885,0,0,0,1
"2123",22.1,"Pennsylvania",1986,15031,0,0,0,1
"2124",23,"Pennsylvania",1985,14308,0,0,0,1
"2125",25,"Pennsylvania",1984,13455,0,0,0,1
"2126",27.7,"Pennsylvania",1983,12433,0,0,0,1
"2127",30.5,"Pennsylvania",1982,11859,0,0,0,1
"2128",33.3,"Pennsylvania",1981,11088,0,0,1,0
"2129",32.2,"Pennsylvania",1980,10034,0,0,1,0
"2130",33.1,"Pennsylvania",1979,9155,0,0,0,1
"2131",32.2,"Pennsylvania",1978,8283,0,0,0,1
"2132",32.1,"Pennsylvania",1977,7505,0,0,0,0
"2133",35.3,"Pennsylvania",1976,6838,0,0,0,0
"2134",36.4,"Pennsylvania",1975,6259,0,0,0,0
"2135",37.7,"Pennsylvania",1974,5743,0,0,0,0
"2136",36.3,"Pennsylvania",1973,5219,0,0,0,0
"2137",37.2,"Pennsylvania",1972,4753,0,0,0,0
"2138",36.7,"Pennsylvania",1971,4362,0,0,0,0
"2139",36.2,"Pennsylvania",1970,4135,0,0,0,0
"2140",36.2,"Pennsylvania",1969,3862,0,0,0,0
"2141",36.2,"Pennsylvania",1968,3546,0,0,0,0
"2142",36.3,"Pennsylvania",1967,3279,0,0,0,0
"2143",36.5,"Pennsylvania",1966,3066,0,0,0,0
"2144",37.1,"Pennsylvania",1965,2854,0,0,0,0
"2145",37.7,"Pennsylvania",1964,2684,0,0,0,0
"2146",17.4,"Rhode Island",2018,0,0,1,0,0
"2147",16.1,"Rhode Island",2017,0,0,1,0,0
"2148",15.5,"Rhode Island",2016,0,0,1,0,0
"2149",14.2,"Rhode Island",2015,0,0,1,0,0
"2150",15.1,"Rhode Island",2014,0,0,1,0,0
"2151",16.9,"Rhode Island",2013,0,0,1,0,0
"2152",17.9,"Rhode Island",2012,0,0,1,0,0
"2153",17.4,"Rhode Island",2011,0,0,1,0,0
"2154",16.4,"Rhode Island",2010,0,0,1,0,0
"2155",18,"Rhode Island",2009,0,0,1,0,0
"2156",16.6,"Rhode Island",2008,0,0,1,0,0
"2157",15,"Rhode Island",2007,0,0,1,0,0
"2158",15.4,"Rhode Island",2006,0,0,1,0,0
"2159",16,"Rhode Island",2005,0,0,1,0,0
"2160",16.4,"Rhode Island",2004,0,0,1,0,0
"2161",17.1,"Rhode Island",2003,0,0,1,0,0
"2162",17.5,"Rhode Island",2002,0,0,1,0,0
"2163",17,"Rhode Island",2001,0,0,1,0,0
"2164",18.3,"Rhode Island",2000,0,0,1,0,0
"2165",17.9,"Rhode Island",1999,0,0,1,0,0
"2166",19.1,"Rhode Island",1998,0,0,1,0,0
"2167",18.8,"Rhode Island",1997,0,0,1,0,0
"2168",19.2,"Rhode Island",1996,0,0,1,0,0
"2169",19.5,"Rhode Island",1995,0,0,1,0,0
"2170",16.4,"Rhode Island",1994,0,0,1,0,0
"2171",18.2,"Rhode Island",1993,0,0,1,0,0
"2172",19.8,"Rhode Island",1992,0,0,1,0,0
"2173",20.8,"Rhode Island",1991,0,0,1,0,0
"2174",18.3,"Rhode Island",1990,0,0,1,0,0
"2175",18.8,"Rhode Island",1989,0,0,1,0,0
"2176",19.9,"Rhode Island",1988,0,0,1,0,0
"2177",21.3,"Rhode Island",1987,0,0,1,0,0
"2178",20.8,"Rhode Island",1986,0,0,1,0,0
"2179",21.2,"Rhode Island",1985,0,0,1,0,0
"2180",22.5,"Rhode Island",1984,0,0,1,0,0
"2181",21.6,"Rhode Island",1983,0,0,1,0,0
"2182",23.2,"Rhode Island",1982,0,0,1,0,0
"2183",24.7,"Rhode Island",1981,0,0,1,0,0
"2184",24.2,"Rhode Island",1980,0,0,1,0,0
"2185",22.8,"Rhode Island",1979,0,0,1,0,0
"2186",26.3,"Rhode Island",1978,0,0,1,0,0
"2187",25.1,"Rhode Island",1977,0,0,0,0,0
"2188",27.3,"Rhode Island",1976,0,0,0,0,0
"2189",30.6,"Rhode Island",1975,0,0,0,0,0
"2190",25.1,"Rhode Island",1974,0,0,0,0,0
"2191",25.4,"Rhode Island",1973,0,0,0,0,0
"2192",25.1,"Rhode Island",1972,0,0,0,0,0
"2193",24.4,"Rhode Island",1971,0,0,0,0,0
"2194",23.8,"Rhode Island",1970,0,0,0,0,0
"2195",23,"Rhode Island",1969,0,0,0,0,0
"2196",22.2,"Rhode Island",1968,0,0,0,0,0
"2197",23.4,"Rhode Island",1967,0,0,0,0,0
"2198",24.5,"Rhode Island",1966,0,0,0,0,0
"2199",25.3,"Rhode Island",1965,0,0,0,0,0
"2200",26,"Rhode Island",1964,0,0,0,0,0
"2201",2.8,"South Carolina",2018,0,1,0,1,0
"2202",2.6,"South Carolina",2017,0,1,0,1,0
"2203",1.6,"South Carolina",2016,0,1,0,1,0
"2204",2.1,"South Carolina",2015,0,1,0,1,0
"2205",2.2,"South Carolina",2014,0,1,0,1,0
"2206",3.7,"South Carolina",2013,0,1,0,1,0
"2207",3.3,"South Carolina",2012,0,1,0,1,0
"2208",3.4,"South Carolina",2011,0,1,0,1,0
"2209",4.7,"South Carolina",2010,0,1,0,1,0
"2210",4.5,"South Carolina",2009,0,1,0,1,0
"2211",3.9,"South Carolina",2008,0,1,0,1,0
"2212",4.2,"South Carolina",2007,0,1,0,1,0
"2213",3.3,"South Carolina",2006,0,1,0,1,0
"2214",2.3,"South Carolina",2005,0,1,0,1,0
"2215",3.1,"South Carolina",2004,0,1,0,1,0
"2216",4.2,"South Carolina",2003,0,1,0,1,0
"2217",5,"South Carolina",2002,0,1,0,1,0
"2218",4.9,"South Carolina",2001,0,1,0,0,1
"2219",4.1,"South Carolina",2000,0,1,0,0,1
"2220",3.6,"South Carolina",1999,0,1,0,0,1
"2221",4.6,"South Carolina",1998,0,1,0,0,1
"2222",3.7,"South Carolina",1997,0,1,0,0,1
"2223",3.8,"South Carolina",1996,0,1,0,0,1
"2224",3.3,"South Carolina",1995,0,1,0,0,1
"2225",3.9,"South Carolina",1994,0,1,0,0,1
"2226",4.3,"South Carolina",1993,0,1,1,0,0
"2227",5,"South Carolina",1992,0,1,1,0,0
"2228",5.3,"South Carolina",1991,0,1,1,0,0
"2229",4.6,"South Carolina",1990,0,1,1,0,0
"2230",4,"South Carolina",1989,0,1,1,0,0
"2231",5.2,"South Carolina",1988,0,1,1,0,0
"2232",5.1,"South Carolina",1987,0,1,1,0,0
"2233",5.9,"South Carolina",1986,0,1,1,0,0
"2234",4.6,"South Carolina",1985,0,1,1,0,0
"2235",4.2,"South Carolina",1984,0,1,1,0,0
"2236",6,"South Carolina",1983,0,1,1,0,0
"2237",7,"South Carolina",1982,0,1,1,0,0
"2238",8.1,"South Carolina",1981,0,1,1,0,0
"2239",6,"South Carolina",1980,0,1,1,0,0
"2240",7.6,"South Carolina",1979,0,1,1,0,0
"2241",6.2,"South Carolina",1978,0,1,1,0,0
"2242",5.7,"South Carolina",1977,0,1,0,0,0
"2243",6.7,"South Carolina",1976,0,1,0,0,0
"2244",6.9,"South Carolina",1975,0,1,0,0,0
"2245",7.4,"South Carolina",1974,0,1,0,0,0
"2246",6.4,"South Carolina",1973,0,1,0,0,0
"2247",8.5,"South Carolina",1972,0,1,0,0,0
"2248",8.8,"South Carolina",1971,0,1,0,0,0
"2249",9.1,"South Carolina",1970,0,1,0,0,0
"2250",8.5,"South Carolina",1969,0,1,0,0,0
"2251",8,"South Carolina",1968,0,1,0,0,0
"2252",7.2,"South Carolina",1967,0,1,0,0,0
"2253",6.4,"South Carolina",1966,0,1,0,0,0
"2254",6.7,"South Carolina",1965,0,1,0,0,0
"2255",7,"South Carolina",1964,0,1,0,0,0
"2256",5.7,"South Dakota",2018,0,1,0,1,0
"2257",5.5,"South Dakota",2017,0,1,0,1,0
"2258",5.3,"South Dakota",2016,0,1,0,1,0
"2259",6,"South Dakota",2015,0,1,0,1,0
"2260",5,"South Dakota",2014,0,1,0,1,0
"2261",4.9,"South Dakota",2013,0,1,0,1,0
"2262",5.7,"South Dakota",2012,0,1,0,1,0
"2263",5.2,"South Dakota",2011,0,1,0,1,0
"2264",5.7,"South Dakota",2010,0,1,0,1,0
"2265",5.6,"South Dakota",2009,0,1,0,1,0
"2266",5.1,"South Dakota",2008,0,1,0,1,0
"2267",6.6,"South Dakota",2007,0,1,0,1,0
"2268",6.1,"South Dakota",2006,0,1,0,1,0
"2269",6,"South Dakota",2005,0,1,0,1,0
"2270",6.1,"South Dakota",2004,0,1,0,1,0
"2271",5.5,"South Dakota",2003,0,1,0,1,0
"2272",5.7,"South Dakota",2002,0,1,0,1,0
"2273",6,"South Dakota",2001,0,1,0,1,0
"2274",5.7,"South Dakota",2000,0,1,0,1,0
"2275",6.2,"South Dakota",1999,0,1,0,1,0
"2276",6.6,"South Dakota",1998,0,1,0,1,0
"2277",7.1,"South Dakota",1997,0,1,0,1,0
"2278",7.7,"South Dakota",1996,0,1,0,1,0
"2279",7.9,"South Dakota",1995,0,1,0,1,0
"2280",8.5,"South Dakota",1994,0,1,0,1,0
"2281",8.2,"South Dakota",1993,0,1,0,0,1
"2282",9.2,"South Dakota",1992,0,1,0,0,1
"2283",9.2,"South Dakota",1991,0,1,0,1,0
"2284",8.6,"South Dakota",1990,0,1,0,1,0
"2285",8.4,"South Dakota",1989,0,1,0,1,0
"2286",9.2,"South Dakota",1988,0,1,0,1,0
"2287",8.2,"South Dakota",1987,0,1,0,1,0
"2288",9.3,"South Dakota",1986,0,1,0,1,0
"2289",11.6,"South Dakota",1985,0,1,0,1,0
"2290",11,"South Dakota",1984,0,1,0,1,0
"2291",11.9,"South Dakota",1983,0,1,0,1,0
"2292",14.4,"South Dakota",1982,0,1,0,1,0
"2293",16.8,"South Dakota",1981,0,1,0,1,0
"2294",13.2,"South Dakota",1980,0,1,0,1,0
"2295",12.9,"South Dakota",1979,0,1,0,1,0
"2296",14,"South Dakota",1978,0,1,0,1,0
"2297",12.6,"South Dakota",1977,0,1,0,0,0
"2298",14.8,"South Dakota",1976,0,1,0,0,0
"2299",14,"South Dakota",1975,0,1,0,0,0
"2300",15,"South Dakota",1974,0,1,0,0,0
"2301",15.8,"South Dakota",1973,0,1,0,0,0
"2302",16.1,"South Dakota",1972,0,1,0,0,0
"2303",16.5,"South Dakota",1971,0,1,0,0,0
"2304",16.8,"South Dakota",1970,0,1,0,0,0
"2305",18.6,"South Dakota",1969,0,1,0,0,0
"2306",20.3,"South Dakota",1968,0,1,0,0,0
"2307",17.2,"South Dakota",1967,0,1,0,0,0
"2308",14.1,"South Dakota",1966,0,1,0,0,0
"2309",14.1,"South Dakota",1965,0,1,0,0,0
"2310",14.1,"South Dakota",1964,0,1,0,0,0
"2311",5.5,"Tennessee",2018,47006,1,0,1,0
"2312",5.7,"Tennessee",2017,44969,1,0,1,0
"2313",5.8,"Tennessee",2016,43499,1,0,1,0
"2314",5.5,"Tennessee",2015,42535,1,0,1,0
"2315",5.1,"Tennessee",2014,40753,1,0,1,0
"2316",6.2,"Tennessee",2013,39454,1,0,1,0
"2317",4.8,"Tennessee",2012,39373,1,0,1,0
"2318",4.6,"Tennessee",2011,37727,1,0,1,0
"2319",4.7,"Tennessee",2010,35851,1,0,1,0
"2320",5.1,"Tennessee",2009,34446,1,0,1,0
"2321",5.5,"Tennessee",2008,35059,1,0,1,0
"2322",5.3,"Tennessee",2007,34164,1,0,0,1
"2323",6,"Tennessee",2006,33065,1,0,0,1
"2324",5.4,"Tennessee",2005,31548,1,0,0,1
"2325",6.7,"Tennessee",2004,30472,1,0,0,1
"2326",7.6,"Tennessee",2003,29098,1,1,0,0
"2327",9.1,"Tennessee",2002,28113,1,1,0,0
"2328",7.9,"Tennessee",2001,27541,1,1,0,0
"2329",8.9,"Tennessee",2000,27066,1,1,0,0
"2330",7.6,"Tennessee",1999,25807,1,1,0,0
"2331",8,"Tennessee",1998,25116,1,1,0,0
"2332",8.7,"Tennessee",1997,23267,1,1,0,0
"2333",9.6,"Tennessee",1996,22301,1,1,0,0
"2334",9.6,"Tennessee",1995,21469,1,1,0,0
