"","UR","State","year"
"2348",16.8,"South Dakota",1981
"2349",13.2,"South Dakota",1980
"2350",12.9,"South Dakota",1979
"2351",14,"South Dakota",1978
"2352",12.6,"South Dakota",1977
"2353",14.8,"South Dakota",1976
"2354",14,"South Dakota",1975
"2355",15,"South Dakota",1974
"2356",15.8,"South Dakota",1973
"2357",16.1,"South Dakota",1972
"2358",16.5,"South Dakota",1971
"2359",16.8,"South Dakota",1970
"2360",18.6,"South Dakota",1969
"2361",20.3,"South Dakota",1968
"2362",17.2,"South Dakota",1967
"2363",14.1,"South Dakota",1966
"2364",14.1,"South Dakota",1965
"2365",14.1,"South Dakota",1964
"2366",5.5,"Tennessee",2018
"2367",5.7,"Tennessee",2017
"2368",5.8,"Tennessee",2016
"2369",5.5,"Tennessee",2015
"2370",5.1,"Tennessee",2014
"2371",6.2,"Tennessee",2013
"2372",4.8,"Tennessee",2012
"2373",4.6,"Tennessee",2011
"2374",4.7,"Tennessee",2010
"2375",5.1,"Tennessee",2009
"2376",5.5,"Tennessee",2008
"2377",5.3,"Tennessee",2007
"2378",6,"Tennessee",2006
"2379",5.4,"Tennessee",2005
"2380",6.7,"Tennessee",2004
"2381",7.6,"Tennessee",2003
"2382",9.1,"Tennessee",2002
"2383",7.9,"Tennessee",2001
"2384",8.9,"Tennessee",2000
"2385",7.6,"Tennessee",1999
"2386",8,"Tennessee",1998
"2387",8.7,"Tennessee",1997
"2388",9.6,"Tennessee",1996
"2389",9.6,"Tennessee",1995
"2390",12,"Tennessee",1994
"2391",11.2,"Tennessee",1993
"2392",10.6,"Tennessee",1992
"2393",11.1,"Tennessee",1991
"2394",11.9,"Tennessee",1990
"2395",11.8,"Tennessee",1989
"2396",12.4,"Tennessee",1988
"2397",12.3,"Tennessee",1987
"2398",13.9,"Tennessee",1986
"2399",13.3,"Tennessee",1985
"2400",13.5,"Tennessee",1984
"2401",15.3,"Tennessee",1983
"2402",16.4,"Tennessee",1982
"2403",17.6,"Tennessee",1981
"2404",21.4,"Tennessee",1980
"2405",21.4,"Tennessee",1979
"2406",23.4,"Tennessee",1978
"2407",18.3,"Tennessee",1977
"2408",19.2,"Tennessee",1976
"2409",19.6,"Tennessee",1975
"2410",20.7,"Tennessee",1974
"2411",18.8,"Tennessee",1973
"2412",21.2,"Tennessee",1972
"2413",22.5,"Tennessee",1971
"2414",23.8,"Tennessee",1970
"2415",23.1,"Tennessee",1969
"2416",22.5,"Tennessee",1968
"2417",22.1,"Tennessee",1967
"2418",21.8,"Tennessee",1966
"2419",22,"Tennessee",1965
"2420",22.1,"Tennessee",1964
"2421",4.3,"Texas",2018
"2422",4.7,"Texas",2017
"2423",4,"Texas",2016
"2424",4.5,"Texas",2015
"2425",4.9,"Texas",2014
"2426",4.8,"Texas",2013
"2427",5.7,"Texas",2012
"2428",5.3,"Texas",2011
"2429",5.5,"Texas",2010
"2430",5.2,"Texas",2009
"2431",4.5,"Texas",2008
"2432",4.7,"Texas",2007
"2433",4.9,"Texas",2006
"2434",5.4,"Texas",2005
"2435",5.1,"Texas",2004
"2436",5.7,"Texas",2003
"2437",5.3,"Texas",2002
"2438",5.8,"Texas",2001
"2439",5.9,"Texas",2000
"2440",6.1,"Texas",1999
"2441",6,"Texas",1998
"2442",6.5,"Texas",1997
"2443",6.7,"Texas",1996
"2444",6.6,"Texas",1995
"2445",7.2,"Texas",1994
"2446",7.6,"Texas",1993
"2447",7,"Texas",1992
"2448",6.6,"Texas",1991
"2449",6.5,"Texas",1990
"2450",7,"Texas",1989
"2451",7.1,"Texas",1988
"2452",6.6,"Texas",1987
"2453",7.7,"Texas",1986
"2454",7.5,"Texas",1985
"2455",8,"Texas",1984
"2456",9.9,"Texas",1983
"2457",9.2,"Texas",1982
"2458",8.6,"Texas",1981
"2459",12.1,"Texas",1980
"2460",12.5,"Texas",1979
"2461",10.8,"Texas",1978
"2462",12,"Texas",1977
"2463",11.3,"Texas",1976
"2464",11.1,"Texas",1975
"2465",12.3,"Texas",1974
"2466",11.9,"Texas",1973
"2467",12.9,"Texas",1972
"2468",13.3,"Texas",1971
"2469",13.8,"Texas",1970
"2470",13.5,"Texas",1969
"2471",13.3,"Texas",1968
"2472",13.1,"Texas",1967
"2473",12.9,"Texas",1966
"2474",13.2,"Texas",1965
"2475",13.5,"Texas",1964
"2476",4.1,"Utah",2018
"2477",4,"Utah",2017
"2478",4.6,"Utah",2016
"2479",4,"Utah",2015
"2480",3.7,"Utah",2014
"2481",4,"Utah",2013
"2482",5.1,"Utah",2012
"2483",5.8,"Utah",2011
"2484",6.6,"Utah",2010
"2485",7,"Utah",2009
"2486",5.8,"Utah",2008
"2487",5.9,"Utah",2007
"2488",5.4,"Utah",2006
"2489",4.9,"Utah",2005
"2490",5.8,"Utah",2004
"2491",5.3,"Utah",2003
"2492",6.3,"Utah",2002
"2493",7,"Utah",2001
"2494",7.5,"Utah",2000
"2495",6.5,"Utah",1999
"2496",6.8,"Utah",1998
"2497",8.4,"Utah",1997
"2498",8.5,"Utah",1996
"2499",9.1,"Utah",1995
"2500",9.8,"Utah",1994
"2501",10.1,"Utah",1993
"2502",9.7,"Utah",1992
"2503",9.6,"Utah",1991
"2504",9.5,"Utah",1990
"2505",11,"Utah",1989
"2506",12.4,"Utah",1988
"2507",10.3,"Utah",1987
"2508",10.7,"Utah",1986
"2509",11.5,"Utah",1985
"2510",13.4,"Utah",1984
"2511",15.5,"Utah",1983
"2512",18.1,"Utah",1982
"2513",20.8,"Utah",1981
"2514",18.3,"Utah",1980
"2515",18,"Utah",1979
"2516",17.7,"Utah",1978
"2517",17.3,"Utah",1977
"2518",17.9,"Utah",1976
"2519",15.9,"Utah",1975
"2520",18.9,"Utah",1974
"2521",21.1,"Utah",1973
"2522",25.5,"Utah",1972
"2523",26.5,"Utah",1971
"2524",27.6,"Utah",1970
"2525",25.9,"Utah",1969
"2526",24.3,"Utah",1968
"2527",23.2,"Utah",1967
"2528",22,"Utah",1966
"2529",22.9,"Utah",1965
"2530",23.8,"Utah",1964
"2531",10.6,"Vermont",2018
"2532",11.2,"Vermont",2017
"2533",11.6,"Vermont",2016
"2534",12.7,"Vermont",2015
"2535",11.2,"Vermont",2014
"2536",11.1,"Vermont",2013
"2537",10.9,"Vermont",2012
"2538",12.2,"Vermont",2011
"2539",12,"Vermont",2010
"2540",12.5,"Vermont",2009
"2541",10.5,"Vermont",2008
"2542",10.5,"Vermont",2007
"2543",11.2,"Vermont",2006
"2544",11,"Vermont",2005
"2545",10,"Vermont",2004
"2546",9.8,"Vermont",2003
"2547",9.7,"Vermont",2002
"2548",10.9,"Vermont",2001
"2549",10.4,"Vermont",2000
"2550",9.7,"Vermont",1999
"2551",9.5,"Vermont",1998
"2552",8.6,"Vermont",1997
"2553",9.9,"Vermont",1996
"2554",9.5,"Vermont",1995
"2555",9.6,"Vermont",1994
"2556",10.1,"Vermont",1993
"2557",10.8,"Vermont",1992
"2558",11.9,"Vermont",1991
"2559",12.9,"Vermont",1990
"2560",12.1,"Vermont",1989
"2561",10.8,"Vermont",1988
"2562",11.3,"Vermont",1987
"2563",11.3,"Vermont",1986
"2564",13.2,"Vermont",1985
"2565",11.5,"Vermont",1984
"2566",12.9,"Vermont",1983
"2567",17.3,"Vermont",1982
"2568",21.7,"Vermont",1981
"2569",14.5,"Vermont",1980
"2570",16,"Vermont",1979
"2571",15.8,"Vermont",1978
"2572",16.6,"Vermont",1977
"2573",18.8,"Vermont",1976
"2574",21,"Vermont",1975
"2575",17.2,"Vermont",1974
"2576",17.5,"Vermont",1973
"2577",17.4,"Vermont",1972
"2578",16.7,"Vermont",1971
"2579",16,"Vermont",1970
"2580",18.2,"Vermont",1969
"2581",20.5,"Vermont",1968
"2582",18.5,"Vermont",1967
"2583",16.6,"Vermont",1966
"2584",17.5,"Vermont",1965
"2585",18.5,"Vermont",1964
"2586",4.3,"Virginia",2018
"2587",4.7,"Virginia",2017
"2588",4.3,"Virginia",2016
"2589",5.5,"Virginia",2015
"2590",4.9,"Virginia",2014
"2591",5,"Virginia",2013
"2592",4.5,"Virginia",2012
"2593",4.6,"Virginia",2011
"2594",4.7,"Virginia",2010
"2595",4.8,"Virginia",2009
"2596",4.1,"Virginia",2008
"2597",3.7,"Virginia",2007
"2598",4.1,"Virginia",2006
"2599",4.9,"Virginia",2005
"2600",5.3,"Virginia",2004
"2601",6.5,"Virginia",2003
"2602",6.1,"Virginia",2002
"2603",5.4,"Virginia",2001
"2604",5.7,"Virginia",2000
"2605",6.6,"Virginia",1999
"2606",6.9,"Virginia",1998
"2607",6.6,"Virginia",1997
"2608",6.9,"Virginia",1996
"2609",6.7,"Virginia",1995
"2610",7.4,"Virginia",1994
"2611",8.8,"Virginia",1993
"2612",9.4,"Virginia",1992
"2613",8.8,"Virginia",1991
"2614",8.5,"Virginia",1990
"2615",9.2,"Virginia",1989
"2616",9.3,"Virginia",1988
"2617",9.1,"Virginia",1987
"2618",9,"Virginia",1986
"2619",9.8,"Virginia",1985
"2620",10.8,"Virginia",1984
"2621",11.9,"Virginia",1983
"2622",12.5,"Virginia",1982
"2623",13.2,"Virginia",1981
"2624",13.4,"Virginia",1980
"2625",13.9,"Virginia",1979
"2626",12.9,"Virginia",1978
"2627",14.3,"Virginia",1977
"2628",13.7,"Virginia",1976
"2629",13.2,"Virginia",1975
"2630",13.4,"Virginia",1974
"2631",13.5,"Virginia",1973
"2632",14.8,"Virginia",1972
"2633",15.8,"Virginia",1971
"2634",16.7,"Virginia",1970
"2635",16.7,"Virginia",1969
"2636",16.6,"Virginia",1968
"2637",16.1,"Virginia",1967
"2638",15.5,"Virginia",1966
"2639",15.7,"Virginia",1965
"2640",15.8,"Virginia",1964
"2641",20.4,"Washington",2018
"2642",19.3,"Washington",2017
"2643",17.8,"Washington",2016
"2644",17.2,"Washington",2015
"2645",17.1,"Washington",2014
"2646",19.2,"Washington",2013
"2647",18.8,"Washington",2012
"2648",19.3,"Washington",2011
"2649",19.8,"Washington",2010
"2650",20.6,"Washington",2009
"2651",20.1,"Washington",2008
"2652",20.4,"Washington",2007
"2653",20.1,"Washington",2006
"2654",19.3,"Washington",2005
"2655",19.6,"Washington",2004
"2656",19.9,"Washington",2003
"2657",19,"Washington",2002
"2658",18.8,"Washington",2001
"2659",18.5,"Washington",2000
"2660",21.1,"Washington",1999
"2661",21.8,"Washington",1998
"2662",21,"Washington",1997
"2663",20.3,"Washington",1996
"2664",21.3,"Washington",1995
"2665",22.3,"Washington",1994
"2666",24.2,"Washington",1993
"2667",23.7,"Washington",1992
"2668",23.2,"Washington",1991
"2669",23.1,"Washington",1990
"2670",23.4,"Washington",1989
"2671",24.6,"Washington",1988
"2672",23.9,"Washington",1987
"2673",27,"Washington",1986
"2674",25.6,"Washington",1985
"2675",26.3,"Washington",1984
"2676",28.1,"Washington",1983
"2677",29.8,"Washington",1982
"2678",31.5,"Washington",1981
"2679",32.9,"Washington",1980
"2680",34.7,"Washington",1979
"2681",33.3,"Washington",1978
"2682",31.7,"Washington",1977
"2683",36.4,"Washington",1976
"2684",36.5,"Washington",1975
"2685",36.6,"Washington",1974
"2686",35.6,"Washington",1973
"2687",38.7,"Washington",1972
"2688",39.7,"Washington",1971
"2689",40.7,"Washington",1970
"2690",41.3,"Washington",1969
"2691",41.8,"Washington",1968
"2692",41.3,"Washington",1967
"2693",40.8,"Washington",1966
"2694",42.7,"Washington",1965
"2695",44.5,"Washington",1964
"2696",10.1,"West Virginia",2018
"2697",11.1,"West Virginia",2017
"2698",11.9,"West Virginia",2016
"2699",12.6,"West Virginia",2015
"2700",10.6,"West Virginia",2014
"2701",12.8,"West Virginia",2013
"2702",12,"West Virginia",2012
"2703",13.9,"West Virginia",2011
"2704",14.8,"West Virginia",2010
"2705",13.9,"West Virginia",2009
"2706",13.8,"West Virginia",2008
"2707",13.4,"West Virginia",2007
"2708",14.3,"West Virginia",2006
"2709",14.4,"West Virginia",2005
"2710",14.3,"West Virginia",2004
"2711",13.1,"West Virginia",2003
"2712",13.3,"West Virginia",2002
"2713",14.7,"West Virginia",2001
"2714",14.4,"West Virginia",2000
"2715",15.3,"West Virginia",1999
"2716",12.5,"West Virginia",1998
"2717",15.7,"West Virginia",1997
"2718",15.8,"West Virginia",1996
"2719",16.4,"West Virginia",1995
"2720",17.7,"West Virginia",1994
"2721",17.7,"West Virginia",1993
"2722",18.6,"West Virginia",1992
"2723",19.5,"West Virginia",1991
"2724",19.3,"West Virginia",1990
"2725",19.6,"West Virginia",1989
"2726",20.2,"West Virginia",1988
"2727",21.9,"West Virginia",1987
"2728",20.7,"West Virginia",1986
"2729",22.8,"West Virginia",1985
"2730",24.1,"West Virginia",1984
"2731",25.4,"West Virginia",1983
"2732",31.9,"West Virginia",1982
"2733",38.3,"West Virginia",1981
"2734",32.4,"West Virginia",1980
"2735",30.6,"West Virginia",1979
"2736",27.9,"West Virginia",1978
"2737",32,"West Virginia",1977
"2738",32.8,"West Virginia",1976
"2739",31.6,"West Virginia",1975
"2740",32.1,"West Virginia",1974
"2741",32.4,"West Virginia",1973
"2742",33.5,"West Virginia",1972
"2743",34.2,"West Virginia",1971
"2744",34.9,"West Virginia",1970
"2745",34.5,"West Virginia",1969
"2746",34.2,"West Virginia",1968
"2747",34.9,"West Virginia",1967
"2748",35.7,"West Virginia",1966
"2749",36.1,"West Virginia",1965
"2750",36.5,"West Virginia",1964
"2751",8.2,"Wisconsin",2018
"2752",8.4,"Wisconsin",2017
"2753",8.2,"Wisconsin",2016
"2754",8.4,"Wisconsin",2015
"2755",11.6,"Wisconsin",2014
"2756",12.4,"Wisconsin",2013
"2757",11.4,"Wisconsin",2012
"2758",13.5,"Wisconsin",2011
"2759",14.3,"Wisconsin",2010
"2760",15.4,"Wisconsin",2009
"2761",15.1,"Wisconsin",2008
"2762",14.4,"Wisconsin",2007
"2763",15,"Wisconsin",2006
"2764",16.2,"Wisconsin",2005
"2765",16.1,"Wisconsin",2004
"2766",16,"Wisconsin",2003
"2767",15.8,"Wisconsin",2002
"2768",16.6,"Wisconsin",2001
"2769",17.9,"Wisconsin",2000
"2770",18.2,"Wisconsin",1999
"2771",18.9,"Wisconsin",1998
"2772",19.1,"Wisconsin",1997
"2773",19.2,"Wisconsin",1996
"2774",17.8,"Wisconsin",1995
"2775",18.6,"Wisconsin",1994
"2776",19.8,"Wisconsin",1993
"2777",20.3,"Wisconsin",1992
"2778",21.1,"Wisconsin",1991
"2779",20.9,"Wisconsin",1990
"2780",21.1,"Wisconsin",1989
"2781",22.2,"Wisconsin",1988
"2782",21.9,"Wisconsin",1987
"2783",23.2,"Wisconsin",1986
"2784",22.8,"Wisconsin",1985
"2785",25,"Wisconsin",1984
"2786",24.2,"Wisconsin",1983
"2787",24.4,"Wisconsin",1982
"2788",24.5,"Wisconsin",1981
"2789",26.5,"Wisconsin",1980
"2790",29.3,"Wisconsin",1979
"2791",26.3,"Wisconsin",1978
"2792",32.6,"Wisconsin",1977
"2793",30,"Wisconsin",1976
"2794",29.6,"Wisconsin",1975
"2795",31.1,"Wisconsin",1974
"2796",32.9,"Wisconsin",1973
"2797",30.1,"Wisconsin",1972
"2798",31.1,"Wisconsin",1971
"2799",32.1,"Wisconsin",1970
"2800",32.4,"Wisconsin",1969
"2801",32.7,"Wisconsin",1968
"2802",32.7,"Wisconsin",1967
"2803",32.7,"Wisconsin",1966
"2804",33.3,"Wisconsin",1965
"2805",34,"Wisconsin",1964
"2806",6.6,"Wyoming",2018
"2807",6.1,"Wyoming",2017
"2808",6.4,"Wyoming",2016
"2809",7.3,"Wyoming",2015
"2810",6.8,"Wyoming",2014
"2811",5.7,"Wyoming",2013
"2812",6.9,"Wyoming",2012
"2813",7.3,"Wyoming",2011
"2814",7.4,"Wyoming",2010
"2815",7.9,"Wyoming",2009
"2816",8,"Wyoming",2008
"2817",8.1,"Wyoming",2007
"2818",8.4,"Wyoming",2006
"2819",8.1,"Wyoming",2005
"2820",8.2,"Wyoming",2004
"2821",8,"Wyoming",2003
"2822",7.9,"Wyoming",2002
"2823",9.3,"Wyoming",2001
"2824",8.5,"Wyoming",2000
"2825",9.4,"Wyoming",1999
"2826",9.8,"Wyoming",1998
"2827",9.5,"Wyoming",1997
"2828",10,"Wyoming",1996
"2829",11.5,"Wyoming",1995
"2830",11.7,"Wyoming",1994
"2831",11.2,"Wyoming",1993
"2832",12.4,"Wyoming",1992
"2833",12.7,"Wyoming",1991
"2834",13.9,"Wyoming",1990
"2835",13.1,"Wyoming",1989
"2836",13.6,"Wyoming",1988
"2837",14,"Wyoming",1987
"2838",12,"Wyoming",1986
"2839",14.1,"Wyoming",1985
"2840",15.7,"Wyoming",1984
"2841",14.3,"Wyoming",1983
"2842",16.9,"Wyoming",1982
"2843",19.6,"Wyoming",1981
"2844",17.9,"Wyoming",1980
"2845",20.8,"Wyoming",1979
"2846",16.8,"Wyoming",1978
"2847",15.9,"Wyoming",1977
"2848",17.7,"Wyoming",1976
"2849",15.8,"Wyoming",1975
"2850",18.7,"Wyoming",1974
"2851",20.9,"Wyoming",1973
"2852",20.2,"Wyoming",1972
"2853",19.5,"Wyoming",1971
"2854",18.9,"Wyoming",1970
"2855",19.9,"Wyoming",1969
"2856",20.9,"Wyoming",1968
"2857",21.5,"Wyoming",1967
"2858",22.1,"Wyoming",1966
"2859",21.6,"Wyoming",1965
"2860",21,"Wyoming",1964
